name,nationality,nationality2,position,played_in_khl,played_in_nhl,teams,gagarin_cup,stanley_cup,olympic_gold,world_gold,link
Ян Коварж,Чехия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Чехия / Чехия (all) / Чехия U17 (all) / Чехия U18 / Чехия U18 (all) / Чехия U20 / Чехия U20 (all) / EV Zug / HC Plzen U18 / HC Plzeň / HC Plzeň 1929 / HC Plzeň 1929 U20 / HC Plzeň U20 / HC Slovan Ústečtí Lvi / IHC Pisek U18 / KLH Chomutov / Metallurg Magnitogorsk / Piráti Chomutov / Providence Bruins / SHC Klatovy",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/18083/jan-kova%C5%99
Линус Виделль,Швеция,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / AIK / AIK J18 / AIK J20 / AIK U16 / Barys Nur-Sultan / Brynäs IF J20 / Dinamo Riga / Djurgårdens IF / Halmstad Hammers / Kunlun Red Star / Metallurg Magnitogorsk / Severstal Cherepovets / Швеция (all) / Швеция U17 (all) / Швеция U18 / Швеция U18 (all) / Швеция U19 (all) / Швеция U20 / Швеция U20 (all) / Södertälje SK / Södertälje SK J20 / Torpedo Nizhny Novgorod / Traktor Chelyabinsk / Yugra Khanty-Mansiysk / Östersunds IK",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/604/linus-videll
Никита Михайлис,Казахстан,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Barys Astana / Barys Astana-2 / Barys Nur-Sultan / Казахстан / Казахстан (all) / Казахстан U18 / Казахстан U20 / Metallurg Magnitogorsk / Nomad Astana / Snezhnye Barsy Astana / Torpedo Ust-Kamenogorsk",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/154017/nikita-mikhailis
Александр Кадейкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Atlant Mytishchi / Atlanty Mytishchi / Kristall Elektrostal-2 / Lokomotiv Yaroslavl / Mytishchinskie Atlanty / Россия (all) / Россия U20 / SKA St. Petersburg / Salavat Yulaev Ufa / Traktor Chelyabinsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/94663/alexander-kadeikin
Мартиньш Карсумс,Латвия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Boston Bruins / Dinamo Riga / Dynamo Moskva / HK 32 Liptovsky Mikulas / HK Lido Nafta Riga / HK Riga 2000 / Krefeld Pinguine / Латвия / Латвия (all) / Латвия U18 / Латвия U20 / Moncton Wildcats / New York Apple Core / Norfolk Admirals / Prizma Riga / Providence Bruins / Spartak Moskva / Tampa Bay Lightning / Tölzer Löwen / Vilki OP / Zemgale",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9238/martins-karsums
Денис Кокарев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Dinamo-Molodechno / Dynamo Krasnogorsk / Dynamo Moskva / HK MVD / HK MVD Balashikha-2 / HK MVD-THK Tver / HK Tambov / Metallurg Magnitogorsk / Россия / Россия (all) / SDYUSHOR-2 Tver / Salavat Yulaev Ufa / Spartak Moskva / THK Tver / THK Tver-2 / Vityaz Podolsk",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/21168/denis-kokarev
Александр Шаров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avtomobilist Yekaterinburg / Krasnaya Armiya Moskva / Lada Togliatti / Ladia Togliatti / Россия (all) / Россия U20 / Россия U20 (all) / Salavat Yulaev Ufa / Sibir Novosibirsk / Zvezda Chekhov,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/169098/alexander-sharov
Каспарс Даугавиньш,Латвия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Binghamton Senators / Boston Bruins / CSKA Moskva-2 / Dinamo Riga / Dynamo Moskva / Genève-Servette HC / HK Dukla Michalovce / HK Riga 2000 / HK Riga 2000 U18 / Iserlohn Roosters / Латвия / Латвия (all) / Латвия U18 / Латвия U20 / Mississauga St. Michael's Majors / Ottawa Senators / Prizma Riga / SC Bern / SDYUSHOR CSKA Moskva / Spartak Moskva / Toronto St. Michael's Majors / Torpedo Nizhny Novgorod / Vityaz Podolsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/11335/kaspars-daugavins
Сергей Шумаков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avangard Omsk / Avtomobilist Yekaterinburg / Belye Medvedi Chelyabinsk / Belye Tigry Orenburg / CSKA Moskva / Dinamo Minsk / Hershey Bears / Lada Togliatti / Россия (all) / Россия II (all) / Sibir Novosibirsk / Sibirskie Snaipery Novosibirsk / Springfield Thunderbirds / Traktor Chelyabinsk / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/105666/sergei-shumakov
Йонас Энлунд,Финляндия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / CSKA Moskva / Финляндия / Финляндия (all) / Финляндия U16 (all) / Финляндия U17 / Финляндия U17 (all) / Финляндия U18 / Финляндия U20 / Grizzlys Wolfsburg / HIFK U16 / HIFK U18 / HIFK U20 / Kunlun Red Star / Lokomotiv Yaroslavl / Neftekhimik Nizhnekamsk / Pelicans / SKA St. Petersburg / Sibir Novosibirsk / Suomi U20 / Tappara / Tappara U20 / Traktor Chelyabinsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/8067/jonas-enlund
Станислав Бочаров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Admiral Vladivostok / Ak Bars Kazan / Ak Bars Kazan-2 / Amur Khabarovsk / Avtomobilist Yekaterinburg / Bars Kazan / Barys Astana / HK Sochi / Lada Togliatti / Mamonty Yugry / Neftyanik Almetievsk / Россия U16 (all) / Россия U17 / Россия U20 / Salavat Yulaev Ufa / Torpedo Nizhny Novgorod / Yugra Khanty-Mansiysk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/22928/stanislav-bocharov
Кирилл Кольцов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Avangard Omsk / Avangard-VDV Omsk / Avtomobilist Yekaterinburg / Buran Voronezh / Manitoba Moose / Россия / Россия (all) / Россия U18 / Россия U20 / SKA St. Petersburg / Salavat Yulaev Ufa / Spartak Moskva / Streetsville Derbys / Torpedo Nizhny Novgorod / Traktor Chelyabinsk,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9567/kirill-koltsov
Егор Аверин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Avangard Omsk / Avangard Omsk-2 / Lokomotiv Yaroslavl / Omskie Yastreby / Россия (all) / Россия U16 (all) / Россия U18",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/11857/yegor-averin
Илья Зубов,Россия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Admiral Vladivostok / Amur Khabarovsk / Avangard Omsk / Binghamton Senators / CSKA Moskva / Dubai White Bears / Khimik Mytishchi / Khimik Mytishchi-2 / Orli Znojmo / Ottawa Senators / Россия (all) / Россия U18 / Россия U20 / Salavat Yulaev Ufa / Spartak Moskva / Spartak Moskva-2 / Traktor Chelyabinsk / Traktor Chelyabinsk-2",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9256/ilya-zubov
Андрей Локтионов,Россия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Albany Devils / CSKA Moskva / Carolina Hurricanes / Lokomotiv Yaroslavl / Lokomotiv Yaroslavl-2 / Los Angeles Kings / Manchester Monarchs / Metallurg Magnitogorsk / New Jersey Devils / Россия / Россия (all) / Россия U16 (all) / Россия U17 (all) / Россия U18 / Россия U18 (all) / SDYUSHOR Spartak Moskva / Spartak Moskva / Spartak Moskva-2 / Windsor Spitfires",ЛОЖЬ,ИСТИНА,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/11867/andrei-loktionov
Илья Крикунов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Amur Khabarovsk / Atlant Mytishchi / Avtomobilist Yekaterinburg / Elemash Elektrostal / Elemash Elektrostal-2 / HK Sochi / HK Voronezh-2 / Khimik Mytishchi / Khimik Mytishchi-2 / Khimik Voskresensk / Khimik Voskresensk-2 / Kristall Elektrostal / Kristall Elektrostal-2 / Kunlun Red Star / Россия (all) / Россия U18 / Россия U20 / SC Csíkszereda / Salavat Yulaev Ufa / Sputnik Nizhny Tagil / Torpedo Nizhny Novgorod",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9574/ilya-krikunov
Брайан О'Нил,США,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Albany Devils / Chicago Steel / EV Zug / Germantown Academy / Jokerit / Luleå HF / Manchester Monarchs / New Jersey Devils / Philadelphia Jr. Flyers 18U AAA / США / Yale Univ.",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/16709/brian-o-neill
Максим Якуценя,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Avangard Omsk / CSKA Moskva / CSKA Moskva-2 / Donbass Donetsk / Dubai White Bears / HC Detva / HK Serov / Mechel Chelyabinsk / Metallurg Magnitogorsk / Metallurg Novokuznetsk / Metallurg Serov / Neftekhimik Nizhnekamsk / Salavat Yulaev Ufa / Traktor Chelyabinsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/20517/maxim-yakutsenya
Йори Лехтеря,Финляндия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Финляндия / Финляндия (all) / HIFK / Jokerit / Jokerit U16 / Jokerit U18 / Jokerit U20 / Lehigh Valley Phantoms / Lokomotiv Yaroslavl / Peoria Rivermen / Philadelphia Flyers / SKA St. Petersburg / Sibir Novosibirsk / Spartak Moskva / St. Louis Blues / Suomi U20 / Tappara",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/8042/jori-lehtera
Дастин Бойд,Канада,Казахстан,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Barys Astana / Barys Nur-Sultan / Calgary Flames / Канада U20 / Dynamo Moskva / Hamilton Bulldogs / Казахстан / Казахстан (all) / Montréal Canadiens / Moose Jaw Warriors / Nashville Predators / Omaha Ak-Sar-Ben Knights / Quad City Flames / Winnipeg Hawks U18 AAA / Winnipeg Monarchs U18 AAA",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9191/dustin-boyd
Антон Глинкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Ak Bars Kazan / Belye Medvedi Chelyabinsk / Kunlun Red Star / Mechel Chelyabinsk / Россия (all) / Traktor Chelyabinsk / Traktor Chelyabinsk-2",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19579/anton-glinkin
Дмитрий Яскин,Чехия,Россия,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Ak Bars Kazan / Arizona Coyotes / Chicago Wolves / Чехия / Чехия (all) / Чехия U18 / Чехия U18 (all) / Чехия U19 (all) / Чехия U20 / Чехия U20 (all) / Dynamo Moskva / HC Berounští Medvědi / HC Slavia Praha / HC Slavia Praha U18 / HC Slavia Praha U20 / HC Vsetin U18 / Moncton Wildcats / SKA St. Petersburg / St. Louis Blues / Washington Capitals",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/65564/dmitrij-jaskin
Игорь Григоренко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / CSK VVS Samara / CSKA Moskva / Grand Rapids Griffins / Lada Togliatti / Lada Togliatti-2 / Metallurg Magnitogorsk / Россия / Россия (all) / Россия U18 / Россия U20 / Salavat Yulaev Ufa / Salavat Yulaev Ufa-2 / Severstal Cherepovets",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/9566/igor-grigorenko
Юусо Хиетанен,Финляндия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Brynäs IF / Dynamo Moskva / Финляндия / Финляндия (all) / Финляндия U20 / HC Ambrì-Piotta / HPK / HPK U16 / HPK U18 / HPK U20 / HV71 / Haukat / Pelicans / Suomi U20 / Torpedo Nizhny Novgorod",ЛОЖЬ,ЛОЖЬ,ИСТИНА,ИСТИНА,https://www.eliteprospects.com/player/7426/juuso-hietanen
Алексей Терещенко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Ak Bars Kazan / Avangard Omsk / Dinamo Minsk / Dynamo Moskva / Dynamo Moskva-2 / Россия / Россия (all) / Россия U20 / Salavat Yulaev Ufa / THK Tver",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/15025/alexei-tereschenko
Дмитрий Макаров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Metallurg Magnitogorsk / Metallurg Magnitogorsk-2 / Neftekhimik Nizhnekamsk / Novoil Ufa / Salavat Yulaev Ufa / Salavat Yulaev Ufa-2 / Torpedo Nizhny Novgorod / Yugra Khanty-Mansiysk / Zauralie Kurgan",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/18565/dmitri-makarov
Павел Порядин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Ariada Volzhsk / CSK VVS Samara / HK Zelenograd / Kapitan Stupino / Kristall Saratov / Molot-Prikamie Perm / Neftekhimik Nizhnekamsk / Reaktor Nizhnekamsk / Россия (all) / Россия 25 (all) / Россия II (all) / Spartak Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/230171/pavel-poryadin
Евгений Лапенков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Ak Bars Kazan / Avtomobilist Yekaterinburg / CG Puigcerdà / CSKA Moskva-2 / HK Dmitrov / HK Sochi / Herlev Eagles / Khimik Voskresensk / Kristall Elektrostal / Kristall Saratov / Lokomotiv Yaroslavl / Lokomotiv Yaroslavl-2 / Metallurg Novokuznetsk / Metallurg Novokuznetsk-2 / Neftekhimik Nizhnekamsk / SC Csíkszereda / Severstal Cherepovets / Spartak Moskva / Torpedo Nizhny Novgorod-2 / Traktor Chelyabinsk / Vityaz Podolsk / Vityaz Podolsk-2 / Yugra Khanty-Mansiysk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19079/yevgeni-lapenkov
Владимир Галузин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Ak Bars Kazan / Amur Khabarovsk / Chaika Nizhny Novgorod / HK Sarov / Metallurg Magnitogorsk / Neftekhimik Nizhnekamsk / Россия (all) / Spartak Moskva / Torpedo Nizhny Novgorod / Torpedo Nizhny Novgorod-2 / Vityaz Moscow Region",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/20630/vladimir-galuzin
Рид Баучер,США,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Albany Devils / Avangard Omsk / Lansing Capitals 18U AAA / Lokomotiv Yaroslavl / Milwaukee Admirals / Nashville Predators / New Jersey Devils / Sarnia Sting / U.S. National U17 Team / U.S. National U18 Team / США U17 / США U17 (all) / США U18 / USNTDP Juniors / Utica Comets / Vancouver Canucks",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/38620/reid-boucher
Брэндон Козун,Канада,США,Нападающий,ИСТИНА,ИСТИНА,"""C"" / Calgary Edge School U15 Prep / Calgary Hitmen / Calgary Royals / Канада / Канада U20 / Dinamo Minsk / ERC Ingolstadt / HC Ambrì-Piotta / Jokerit / Lokomotiv Yaroslavl / Manchester Monarchs / Metallurg Magnitogorsk / Shattuck St. Mary's 18U Prep / Toronto Maple Leafs / Toronto Marlies",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/23151/brandon-kozun
Райан Спунер,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Avangard Omsk / Avtomobilist Yekaterinburg / Bakersfield Condors / Boston Bruins / Канада Ontario U17 / Канада U18 / Dinamo Minsk / Edmonton Oilers / HC Lugano / Kingston Frontenacs / New York Rangers / Ottawa Senators U16 AAA / Peterborough Petes / Providence Bruins / Sarnia Sting / Vancouver Canucks",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/23117/ryan-spooner
Андре Петерссон,Швеция,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Avangard Omsk / Barys Astana / Binghamton Senators / Borås HC / Dynamo Moskva / HK Sochi / HV71 / HV71 J18 / HV71 J20 / Lokomotiv Yaroslavl / Norfolk Admirals / Ottawa Senators / Швеция / Швеция (all) / Швеция U16 (all) / Швеция U17 (all) / Швеция U18 / Швеция U18 (all) / Швеция U20 / Швеция U20 (all) / Tingsryds AIF J18 / Tingsryds AIF U16",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/7039/andre-petersson
Брукс Мэйсек,Канада,Германия,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Avtomobilist Yekaterinburg / Calgary Hitmen / Канада Western U17 / Chicago Wolves / EHC München / Германия / Германия (all) / Iserlohn Roosters / Notre Dame Hounds U15 AA / Notre Dame Hounds U18 AAA / Tri-City Americans",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/32758/brooks-macek
Андрей Сергеев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Amur Khabarovsk / Ariada-Akpars Volzhsk / CSKA Moskva / Dynamo Moskva / Krasnaya Armiya Moskva / Lokomotiv Yaroslavl / Neftekhimik Nizhnekamsk / Neftekhimik Nizhnekamsk-2 / Neftyanik Leninogorsk / Reaktor Nizhnekamsk / Россия U18 / Россия U20 / Spartak Moskva / Yugra Khanty-Mansiysk",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/34772/andrei-sergeyev
Линден Вей,Канада,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Adler Mannheim / Avangard Omsk / Barys Astana / Barys Nur-Sultan / Beardy's Blackhawks U18 AAA / CSKA Moskva / Calgary Flames / Канада / Канада Western U17 / HC Fribourg-Gottéron / Los Angeles Kings / Manchester Monarchs / Medicine Hat Tigers / Naicam Vikings U15 AA / SKA St. Petersburg / Stockton Heat / Utica Comets / Vancouver Canucks / ZSC Lions",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/28422/linden-vey
Игорь Мирнов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Ak Bars Kazan / Atlant Mytishchi / Buran Voronezh / Dynamo Moskva / Dynamo Moskva-2 / HK MVD / Khimik Voskresensk / Metallurg Magnitogorsk / Россия U16 (all) / Россия U17 / Salavat Yulaev Ufa / Sibir Novosibirsk / Spartak Moskva / Traktor Chelyabinsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/11046/igor-mirnov
Даниил Вовченко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Almaz Cherepovets / Metallurg Magnitogorsk / Россия (all) / Россия II (all) / Россия U17 / Россия U18 / Россия U20 (all) / Severstal Cherepovets",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/168682/daniil-vovchenko
Лукас Каспар,Чехия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Adirondack Phantoms / Anglet / BK Mladá Boleslav / Barys Astana / Cleveland Barons / Чехия / Чехия (all) / Чехия U16 (all) / Чехия U17 (all) / Чехия U18 / Чехия U18 (all) / Чехия U20 / Чехия U20 (all) / Donbass Donetsk / Dynamo Balashikha / Dynamo Moskva / HC Chemopetrol / HC Chemopetrol U20 / HC Kometa Brno / HC Litvinov U18 / HC Litvínov / HC Most / HC Slovan Bratislava / HC Slovan Ústečtí Lvi / Kärpät / Ottawa 67's / San Jose Sharks / Worcester Sharks / Yugra Khanty-Mansiysk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/9616/lukas-kaspar
